model,query_id,split,query,relevant_input,relevant_resolved,relevant_count,predicted_top1,predicted_top1_score,p_correct,auto_accept,expected_rank,top1_correct,hit@1,hit@5,hit@10,mrr@10,ndcg@10,map@10,recall@10,s1,s2,gap12,gap1_5,mean90,std90,z1,z_gap,entropy_top10,top10_materials,top10_scores
intfloat/multilingual-e5-base,20,test,IfcPile BORED Betonpfahl Beton Pfahlreihe Süd 800 Ortbeton,Tiefgründung Ortbetonbohrpfahl 900 | Tiefgründung Ortbetonbohrpfahl 700,Tiefgründung Ortbetonbohrpfahl 900 | Tiefgründung Ortbetonbohrpfahl 700,2,Tiefgründung Ortbetonbohrpfahl 900,0.892183,0.892183,False,1,True,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.892183,0.890763,0.001420,0.017183,0.814004,0.026735,2.924232,0.053106,2.302452,Tiefgründung Ortbetonbohrpfahl 900 | Tiefgründung Ortbetonbohrpfahl 700 | Tiefgründung Ortbetonbohrpfahl 1200 | Tiefgründung Ortbetonverdrängungspfahl 660/580 | Tiefgründung Ortbetonverdrängungspfahl 560/480 | Spanplatte Phenol-Formaldehyd-gebunden Feuchtbereich | OSB Platte Phenol-Formaldehyd-gebunden Feuchtbereich | Baugrubensicherung Schlitzwand 800 | Sperrholz Multiplex Phenol-Formaldehyd-gebunden Feuchtbereich | Holzwolle-Leichtbauplatte zementgebunden,0.892183 | 0.890763 | 0.881570 | 0.879528 | 0.875000 | 0.861776 | 0.858155 | 0.857684 | 0.850675 | 0.842260
intfloat/multilingual-e5-base,21,test,IfcPile BORED Betonpfahl Beton NPK F Pfahlreihe Süd 900 Ortbeton,Tiefgründung Ortbetonbohrpfahl 900,Tiefgründung Ortbetonbohrpfahl 900,1,Tiefgründung Ortbetonbohrpfahl 900,0.895252,0.895252,False,1,True,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.895252,0.876034,0.019218,0.033068,0.812573,0.024046,3.438397,0.799232,2.302461,Tiefgründung Ortbetonbohrpfahl 900 | Tiefgründung Ortbetonbohrpfahl 700 | Tiefgründung Ortbetonbohrpfahl 1200 | Tiefgründung Ortbetonverdrängungspfahl 560/480 | Tiefgründung Ortbetonverdrängungspfahl 660/580 | OSB Platte Phenol-Formaldehyd-gebunden Feuchtbereich | Spanplatte Phenol-Formaldehyd-gebunden Feuchtbereich | Sperrholz Multiplex Phenol-Formaldehyd-gebunden Feuchtbereich | Bohrpfahlbeton | Mitteldichte Faserplatte MDF Harnstoff-Formaldehyd-gebunden,0.895252 | 0.876034 | 0.866289 | 0.862355 | 0.862184 | 0.855658 | 0.853894 | 0.848399 | 0.842529 | 0.839778
intfloat/multilingual-e5-base,22,test,IfcPile BORED Bohrpfahl Beton 600 Ortbeton,Tiefgründung Ortbetonbohrpfahl 700,Tiefgründung Ortbetonbohrpfahl 700,1,Tiefgründung Ortbetonbohrpfahl 700,0.908038,0.908038,False,1,True,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.908038,0.904160,0.003878,0.023964,0.822514,0.028207,3.032042,0.137494,2.302383,Tiefgründung Ortbetonbohrpfahl 700 | Tiefgründung Ortbetonbohrpfahl 900 | Tiefgründung Ortbetonbohrpfahl 1200 | Tiefgründung Ortbetonverdrängungspfahl 660/580 | Bohrpfahlbeton | Tiefgründung Ortbetonverdrängungspfahl 560/480 | Baugrubensicherung Bohrpfahlwand verankert | Baugrubensicherung Bohrpfahlwand unverankert | Holzwolle-Leichtbauplatte zementgebunden | Spanplatte Phenol-Formaldehyd-gebunden Feuchtbereich,0.908038 | 0.904160 | 0.895304 | 0.884615 | 0.884074 | 0.873079 | 0.859807 | 0.855611 | 0.854344 | 0.852446
intfloat/multilingual-e5-base,23,test,IfcPile BORED Bohrpfahl Beton 700 Ortbeton,Tiefgründung Ortbetonbohrpfahl 700,Tiefgründung Ortbetonbohrpfahl 700,1,Tiefgründung Ortbetonbohrpfahl 700,0.924026,0.924026,False,1,True,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.924026,0.904305,0.019720,0.051031,0.821933,0.028222,3.617456,0.698760,2.302307,Tiefgründung Ortbetonbohrpfahl 700 | Tiefgründung Ortbetonbohrpfahl 900 | Tiefgründung Ortbetonbohrpfahl 1200 | Bohrpfahlbeton | Tiefgründung Ortbetonverdrängungspfahl 660/580 | Tiefgründung Ortbetonverdrängungspfahl 560/480 | Spanplatte Phenol-Formaldehyd-gebunden Feuchtbereich | OSB Platte Phenol-Formaldehyd-gebunden Feuchtbereich | Baugrubensicherung Bohrpfahlwand verankert | Holzwolle-Leichtbauplatte zementgebunden,0.924026 | 0.904305 | 0.890067 | 0.873593 | 0.872995 | 0.866767 | 0.855881 | 0.853630 | 0.852243 | 0.850628
intfloat/multilingual-e5-base,24,test,IfcFooting STRIP_FOOTING Fundament Magerbeton Ortbeton,Magerbeton,Magerbeton,1,Magerbeton,0.864058,0.864058,False,1,True,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.864058,0.862463,0.001595,0.014454,0.810779,0.022665,2.350754,0.070380,2.302547,Magerbeton | Spanplatte Phenol-Formaldehyd-gebunden Feuchtbereich | Tiefgründung Ortbetonbohrpfahl 700 | Tiefgründung Ortbetonbohrpfahl 900 | OSB Platte Phenol-Formaldehyd-gebunden Feuchtbereich | Tiefgründung Ortbetonbohrpfahl 1200 | Baukleber Einbettmörtel organisch | Sperrholz Multiplex Phenol-Formaldehyd-gebunden Feuchtbereich | Tiefgründung Ortbetonverdrängungspfahl 560/480 | Baukleber Einbettmörtel mineralisch,0.864058 | 0.862463 | 0.856773 | 0.856389 | 0.849605 | 0.844860 | 0.842500 | 0.842079 | 0.841361 | 0.839823
intfloat/multilingual-e5-base,25,test,IfcCovering Abdichtung Flüssigkunststoff,2K-Fliessbelag Epoxidharz,2K-Fliessbelag Epoxidharz,1,Baukleber Einbettmörtel organisch,0.870095,0.870095,False,14,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.870095,0.869157,0.000938,0.011368,0.827828,0.019546,2.162469,0.048012,2.302567,Baukleber Einbettmörtel organisch | Spanplatte Phenol-Formaldehyd-gebunden Feuchtbereich | OSB Platte Phenol-Formaldehyd-gebunden Feuchtbereich | Baukleber Einbettmörtel mineralisch | Sperrholz Multiplex Phenol-Formaldehyd-gebunden Feuchtbereich | Mitteldichte Faserplatte MDF Harnstoff-Formaldehyd-gebunden | Spanplatte Harnstoff-Formaldehyd-gebunden Trockenbereich | Spanplatte Harnstoff-Formaldehyd-gebunden beschichtet Trockenbereich | Sperrholz Multiplex Harnstoff-Formaldehyd-gebunden Trockenbereich | Dichtungsbahn Polyolefin FPO,0.870095 | 0.869157 | 0.868226 | 0.864642 | 0.858727 | 0.857946 | 0.857675 | 0.856482 | 0.855049 | 0.852388
intfloat/multilingual-e5-base,26,test,IfcWall RETAININGWALL Rühlwand Fertigteil,Baugrubensicherung Rühlwand auskragend | Baugrubensicherung Rühlwand gespriesst | Baugrubensicherung Rühlwand verankert,Baugrubensicherung Rühlwand auskragend | Baugrubensicherung Rühlwand gespriesst | Baugrubensicherung Rühlwand verankert,3,Baugrubensicherung Rühlwand auskragend,0.893419,0.893419,False,1,True,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.893419,0.887178,0.006241,0.031242,0.817888,0.027294,2.767331,0.228647,2.302496,Baugrubensicherung Rühlwand auskragend | Baugrubensicherung Rühlwand verankert | Baugrubensicherung Rühlwand gespriesst | Baugrubensicherung Spundwand auskragend | Baugrubensicherung Schlitzwand 400 | Baugrubensicherung Spundwand verankert | Baugrubensicherung Schlitzwand 800 | Spanplatte Phenol-Formaldehyd-gebunden Feuchtbereich | Baugrubensicherung Spundwand gespriesst | OSB Platte Phenol-Formaldehyd-gebunden Feuchtbereich,0.893419 | 0.887178 | 0.880220 | 0.865960 | 0.862176 | 0.861452 | 0.858908 | 0.856416 | 0.856269 | 0.855303
intfloat/multilingual-e5-base,27,test,IfcWall RETAININGWALL Bohrpfahlwand Ortbeton,Baugrubensicherung Bohrpfahlwand gespriesst | Baugrubensicherung Bohrpfahlwand unverankert | Baugrubensicherung Bohrpfahlwand verankert,Baugrubensicherung Bohrpfahlwand gespriesst | Baugrubensicherung Bohrpfahlwand unverankert | Baugrubensicherung Bohrpfahlwand verankert,3,Baugrubensicherung Bohrpfahlwand verankert,0.889992,0.889992,False,1,True,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.889992,0.884717,0.005275,0.015725,0.822119,0.029126,2.330307,0.181111,2.302542,Baugrubensicherung Bohrpfahlwand verankert | Baugrubensicherung Bohrpfahlwand unverankert | Baugrubensicherung Bohrpfahlwand gespriesst | Tiefgründung Ortbetonbohrpfahl 900 | Bohrpfahlbeton | Tiefgründung Ortbetonbohrpfahl 700 | Tiefgründung Ortbetonbohrpfahl 1200 | Tiefgründung Ortbetonverdrängungspfahl 560/480 | Tiefgründung Ortbetonverdrängungspfahl 660/580 | Baugrubensicherung Rühlwand auskragend,0.889992 | 0.884717 | 0.878489 | 0.876514 | 0.874267 | 0.868663 | 0.866421 | 0.865612 | 0.861257 | 0.860942
sentence-transformers/LaBSE,0,test,IfcReinforcingBar,Armierungsstahl,Armierungsstahl,1,Polycarbonat PC,0.361558,0.361558,False,3,False,0.000000,1.000000,1.000000,0.333333,0.500000,0.333333,1.000000,0.361558,0.334551,0.027008,0.054941,0.205739,0.060069,2.594005,0.449613,2.302155,Polycarbonat PC | Furniersperrholz | Armierungsstahl | Brettsperrholz | Polyvinylchlorid PVC | Balkenschichtholz | Konstruktionsvollholz | Stahlblech verzinkt | Baugrubensicherung Spundwand auskragend | Silicon-Fugenmasse,0.361558 | 0.334551 | 0.329308 | 0.312809 | 0.306617 | 0.295278 | 0.284215 | 0.273143 | 0.271431 | 0.271363
sentence-transformers/LaBSE,1,test,IfcReinforcingBar Bügel B500B,Armierungsstahl,Armierungsstahl,1,Baugrubensicherung Schlitzwand 800,0.395827,0.395827,False,12,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.395827,0.386435,0.009393,0.034194,0.202771,0.098861,1.952799,0.095007,2.302411,Baugrubensicherung Schlitzwand 800 | Baugrubensicherung Schlitzwand 400 | Baugrubensicherung Spundwand auskragend | Baugrubensicherung Bohrpfahlwand unverankert | Tiefgründung Ortbetonbohrpfahl 700 | Baugrubensicherung Bohrpfahlwand gespriesst | Baugrubensicherung Rühlwand auskragend | Tiefgründung Ortbetonbohrpfahl 900 | Tiefgründung Ortbetonbohrpfahl 1200 | Dichtungsbahn bituminös,0.395827 | 0.386435 | 0.381170 | 0.370462 | 0.361633 | 0.355871 | 0.349706 | 0.343896 | 0.343779 | 0.340973
sentence-transformers/LaBSE,2,test,IfcReinforcingBar Längsstab B500B,Armierungsstahl,Armierungsstahl,1,Baugrubensicherung Spundwand auskragend,0.361890,0.361890,False,26,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.361890,0.361801,0.000089,0.013052,0.199695,0.089252,1.817268,0.000995,2.302445,Baugrubensicherung Spundwand auskragend | Tiefgründung Ortbetonbohrpfahl 1200 | Tiefgründung Ortbetonbohrpfahl 700 | Baugrubensicherung Bohrpfahlwand unverankert | Baugrubensicherung Schlitzwand 400 | Dichtungsbahn bituminös | Tiefgründung Ortbetonbohrpfahl 900 | Baugrubensicherung Schlitzwand 800 | Baugrubensicherung Bohrpfahlwand verankert | Baugrubensicherung Bohrpfahlwand gespriesst,0.361890 | 0.361801 | 0.360497 | 0.351191 | 0.348838 | 0.325869 | 0.325086 | 0.324950 | 0.323946 | 0.322021
sentence-transformers/LaBSE,3,test,IfcReinforcingBar SHEAR Bügel B500B,Armierungsstahl,Armierungsstahl,1,Baugrubensicherung Schlitzwand 400,0.440571,0.440571,False,16,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.440571,0.430352,0.010219,0.043035,0.196153,0.108492,2.252872,0.094195,2.302212,Baugrubensicherung Schlitzwand 400 | Baugrubensicherung Schlitzwand 800 | Baugrubensicherung Spundwand auskragend | Baugrubensicherung Bohrpfahlwand unverankert | Baugrubensicherung Rühlwand auskragend | Baugrubensicherung Bohrpfahlwand gespriesst | Baugrubensicherung Bohrpfahlwand verankert | Tiefgründung Ortbetonbohrpfahl 700 | Baugrubensicherung Spundwand gespriesst | Baugrubensicherung Nagelwand,0.440571 | 0.430352 | 0.416365 | 0.404629 | 0.397536 | 0.393905 | 0.375118 | 0.373472 | 0.360924 | 0.355831
sentence-transformers/LaBSE,4,test,IfcReinforcingBar MAIN 1. Lage B500B,Armierungsstahl,Armierungsstahl,1,Tiefgründung Ortbetonbohrpfahl 1200,0.303649,0.303649,False,35,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.303649,0.300791,0.002858,0.013700,0.150565,0.079229,1.932186,0.036078,2.302465,Tiefgründung Ortbetonbohrpfahl 1200 | Baugrubensicherung Bohrpfahlwand unverankert | Baugrubensicherung Spundwand auskragend | Tiefgründung Ortbetonbohrpfahl 700 | Baugrubensicherung Schlitzwand 800 | Baugrubensicherung Bohrpfahlwand gespriesst | Baugrubensicherung Bohrpfahlwand verankert | Baugrubensicherung Rühlwand auskragend | Tiefgründung Ortbetonbohrpfahl 900 | Baugrubensicherung Schlitzwand 400,0.303649 | 0.300791 | 0.299859 | 0.298307 | 0.289949 | 0.271746 | 0.271616 | 0.266962 | 0.266121 | 0.265912
sentence-transformers/LaBSE,5,test,IfcReinforcingBar unterer Stab B500B,Armierungsstahl,Armierungsstahl,1,Tiefgründung Ortbetonbohrpfahl 700,0.450008,0.450008,False,23,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.450008,0.437610,0.012399,0.025860,0.205194,0.118680,2.062810,0.104470,2.302328,Tiefgründung Ortbetonbohrpfahl 700 | Tiefgründung Ortbetonbohrpfahl 1200 | Tiefgründung Ortbetonbohrpfahl 900 | Baugrubensicherung Bohrpfahlwand unverankert | Baugrubensicherung Spundwand auskragend | Baugrubensicherung Schlitzwand 800 | Baugrubensicherung Schlitzwand 400 | Baugrubensicherung Bohrpfahlwand gespriesst | Baugrubensicherung Bohrpfahlwand verankert | Tiefgründung Rüttelstopfsäule,0.450008 | 0.437610 | 0.433412 | 0.429194 | 0.424148 | 0.410410 | 0.397077 | 0.395599 | 0.395530 | 0.373789
sentence-transformers/LaBSE,6,test,IfcReinforcingBar 1. Lage aussen B500B,Armierungsstahl,Armierungsstahl,1,Baugrubensicherung Bohrpfahlwand unverankert,0.339872,0.339872,False,21,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.339872,0.339735,0.000137,0.005259,0.166217,0.081296,2.136084,0.001685,2.302351,Baugrubensicherung Bohrpfahlwand unverankert | Baugrubensicherung Spundwand auskragend | Baugrubensicherung Schlitzwand 800 | Baugrubensicherung Schlitzwand 400 | Baugrubensicherung Rühlwand auskragend | Baugrubensicherung Bohrpfahlwand verankert | Tiefgründung Ortbetonbohrpfahl 700 | Tiefgründung Ortbetonbohrpfahl 1200 | Baugrubensicherung Bohrpfahlwand gespriesst | Baugrubensicherung Rühlwand verankert,0.339872 | 0.339735 | 0.339268 | 0.336486 | 0.334613 | 0.303782 | 0.300479 | 0.297549 | 0.292230 | 0.284840
sentence-transformers/LaBSE,7,test,IfcReinforcingBar MAIN 1. Lage aussen B500B,Armierungsstahl,Armierungsstahl,1,Baugrubensicherung Spundwand auskragend,0.331991,0.331991,False,34,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.331991,0.328840,0.003151,0.023617,0.148906,0.086359,2.120044,0.036487,2.302444,Baugrubensicherung Spundwand auskragend | Baugrubensicherung Bohrpfahlwand unverankert | Baugrubensicherung Rühlwand auskragend | Baugrubensicherung Schlitzwand 800 | Tiefgründung Ortbetonbohrpfahl 700 | Baugrubensicherung Schlitzwand 400 | Tiefgründung Ortbetonbohrpfahl 1200 | Baugrubensicherung Bohrpfahlwand verankert | Baugrubensicherung Bohrpfahlwand gespriesst | Baugrubensicherung Spundwand verankert,0.331991 | 0.328840 | 0.319971 | 0.308815 | 0.308374 | 0.303891 | 0.297659 | 0.293579 | 0.283366 | 0.280228
sentence-transformers/LaBSE,8,test,IfcReinforcingBar Wendel unten B500B,Armierungsstahl,Armierungsstahl,1,Tiefgründung Ortbetonbohrpfahl 900,0.371430,0.371430,False,25,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.371430,0.368264,0.003166,0.031711,0.158960,0.105447,2.014950,0.030027,2.302403,Tiefgründung Ortbetonbohrpfahl 900 | Tiefgründung Ortbetonbohrpfahl 700 | Baugrubensicherung Bohrpfahlwand unverankert | Tiefgründung Ortbetonbohrpfahl 1200 | Baugrubensicherung Schlitzwand 800 | Baugrubensicherung Spundwand auskragend | Tiefgründung Rüttelstopfsäule | Baugrubensicherung Schlitzwand 400 | Baugrubensicherung Rühlwand auskragend | Baugrubensicherung Bohrpfahlwand gespriesst,0.371430 | 0.368264 | 0.358068 | 0.347863 | 0.339719 | 0.339670 | 0.336974 | 0.330497 | 0.317636 | 0.309724
sentence-transformers/LaBSE,9,test,IfcReinforcingBar Wendel mitte B500B,Armierungsstahl,Armierungsstahl,1,Tiefgründung Ortbetonbohrpfahl 900,0.319094,0.319094,False,16,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.319094,0.314118,0.004976,0.017389,0.148026,0.087103,1.963972,0.057127,2.302223,Tiefgründung Ortbetonbohrpfahl 900 | Tiefgründung Ortbetonbohrpfahl 700 | Tiefgründung Ortbetonbohrpfahl 1200 | Baugrubensicherung Schlitzwand 400 | Baugrubensicherung Schlitzwand 800 | Dichtungsbahn bituminös | Baugrubensicherung Bohrpfahlwand unverankert | Tiefgründung Mikrobohrpfahl | Baugrubensicherung Spundwand auskragend | Acrylnitril-Butadien-Styrol ABS,0.319094 | 0.314118 | 0.308875 | 0.304794 | 0.301705 | 0.290456 | 0.280003 | 0.250004 | 0.248613 | 0.246794
sentence-transformers/LaBSE,10,test,IfcReinforcingBar Wendel oben B500B,Armierungsstahl,Armierungsstahl,1,Baugrubensicherung Schlitzwand 400,0.361870,0.361870,False,23,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.361870,0.358641,0.003229,0.011119,0.168040,0.101930,1.901591,0.031680,2.302427,Baugrubensicherung Schlitzwand 400 | Tiefgründung Ortbetonbohrpfahl 700 | Baugrubensicherung Schlitzwand 800 | Baugrubensicherung Bohrpfahlwand unverankert | Baugrubensicherung Spundwand auskragend | Tiefgründung Ortbetonbohrpfahl 900 | Baugrubensicherung Rühlwand auskragend | Tiefgründung Ortbetonbohrpfahl 1200 | Baugrubensicherung Bohrpfahlwand gespriesst | Tiefgründung Rüttelstopfsäule,0.361870 | 0.358641 | 0.355489 | 0.350793 | 0.350751 | 0.348913 | 0.332397 | 0.332255 | 0.312984 | 0.308667
sentence-transformers/LaBSE,11,test,IfcReinforcingBar Wendelbewehrung B500B,Armierungsstahl,Armierungsstahl,1,Baugrubensicherung Spundwand auskragend,0.397557,0.397557,False,16,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.397557,0.396334,0.001222,0.026305,0.170078,0.105107,2.164265,0.011629,2.302264,Baugrubensicherung Spundwand auskragend | Baugrubensicherung Schlitzwand 400 | Baugrubensicherung Bohrpfahlwand unverankert | Baugrubensicherung Schlitzwand 800 | Baugrubensicherung Bohrpfahlwand gespriesst | Baugrubensicherung Rühlwand auskragend | Baugrubensicherung Bohrpfahlwand verankert | Baugrubensicherung Spundwand gespriesst | Baugrubensicherung Spundwand verankert | Tiefgründung Ortbetonbohrpfahl 700,0.397557 | 0.396334 | 0.394508 | 0.377919 | 0.371252 | 0.361333 | 0.356944 | 0.349163 | 0.336116 | 0.318205
sentence-transformers/LaBSE,12,test,IfcReinforcingBar Längsarmierung B500B,Armierungsstahl,Armierungsstahl,1,Baugrubensicherung Spundwand auskragend,0.370485,0.370485,False,21,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.370485,0.355983,0.014502,0.025348,0.192267,0.091650,1.944553,0.158230,2.302425,Baugrubensicherung Spundwand auskragend | Baugrubensicherung Bohrpfahlwand unverankert | Baugrubensicherung Bohrpfahlwand gespriesst | Tiefgründung Ortbetonbohrpfahl 700 | Tiefgründung Ortbetonbohrpfahl 1200 | Baugrubensicherung Bohrpfahlwand verankert | Baugrubensicherung Schlitzwand 400 | Baugrubensicherung Rühlwand auskragend | Baugrubensicherung Spundwand verankert | Dichtungsbahn bituminös,0.370485 | 0.355983 | 0.345998 | 0.345529 | 0.345138 | 0.342295 | 0.341816 | 0.327064 | 0.311549 | 0.309005
sentence-transformers/LaBSE,13,test,IfcBeam GIRDER_SEGMENT Randbord Beton NPK G Test-Kommentar Ortbeton,Tiefbaubeton,Tiefbaubeton,1,Betonfertigteil normalfest,0.398276,0.398276,False,70,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.398276,0.352022,0.046253,0.078467,0.196979,0.072022,2.794947,0.642212,2.302086,Betonfertigteil normalfest | Tiefgründung Vorgefertigter Betonpfahl | Betonfertigteil hochfest | Dichtungsbahn Gummi EPDM | OSB Platte Phenol-Formaldehyd-gebunden Feuchtbereich | Polycarbonat PC | Baugrubensicherung Nagelwand | Tiefgründung Ortbetonbohrpfahl 900 | 2K-Fliessbelag Epoxidharz | Baukleber Einbettmörtel mineralisch,0.398276 | 0.352022 | 0.339404 | 0.337249 | 0.319808 | 0.313203 | 0.309733 | 0.295569 | 0.293618 | 0.292495
sentence-transformers/LaBSE,14,test,IfcBeam EDGEBEAM Randbord Beton NPK G Randträger bewehrt Ortbeton,Tiefbaubeton,Tiefbaubeton,1,Dichtungsbahn Gummi EPDM,0.429973,0.429973,False,71,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.429973,0.380972,0.049001,0.065944,0.223505,0.083445,2.474312,0.587223,2.302309,Dichtungsbahn Gummi EPDM | Tiefgründung Vorgefertigter Betonpfahl | Betonfertigteil normalfest | OSB Platte Phenol-Formaldehyd-gebunden Feuchtbereich | Betonfertigteil hochfest | Tiefgründung Ortbetonbohrpfahl 900 | Baugrubensicherung Nagelwand | Tiefgründung Ortbetonbohrpfahl 1200 | 2K-Fliessbelag Epoxidharz | Baugrubensicherung Bohrpfahlwand verankert,0.429973 | 0.380972 | 0.376542 | 0.375272 | 0.364029 | 0.363286 | 0.362351 | 0.361639 | 0.350291 | 0.338051
sentence-transformers/LaBSE,15,test,IfcBeam PIERCAP Pfahlkopf Beton NPK G Pfahlkopf-Fundament Ortbeton,Tiefbaubeton,Tiefbaubeton,1,Polycarbonat PC,0.428093,0.428093,False,66,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.428093,0.399088,0.029005,0.063140,0.218266,0.095424,2.198898,0.303958,2.302296,Polycarbonat PC | Tiefgründung Vorgefertigter Betonpfahl | Tiefgründung Ortbetonbohrpfahl 900 | 2K-Fliessbelag Epoxidharz | Tiefgründung Ortbetonbohrpfahl 700 | Tiefgründung Ortbetonbohrpfahl 1200 | Polypropylen PP | Dichtungsbahn Gummi EPDM | Baugrubensicherung Bohrpfahlwand verankert | Polyurethan PUR PIR,0.428093 | 0.399088 | 0.391318 | 0.372905 | 0.364953 | 0.363294 | 0.363139 | 0.354454 | 0.353613 | 0.347349
sentence-transformers/LaBSE,16,test,IfcFooting STRIP_FOOTING Fundament Beton NPK G Ausführung Pilgerschritt Ortbeton,Tiefbaubeton,Tiefbaubeton,1,Tiefgründung Vorgefertigter Betonpfahl,0.453522,0.453522,False,65,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.453522,0.423106,0.030416,0.054994,0.225561,0.098148,2.322623,0.309897,2.302293,Tiefgründung Vorgefertigter Betonpfahl | Tiefgründung Ortbetonbohrpfahl 900 | Tiefgründung Ortbetonbohrpfahl 700 | Baugrubensicherung Bohrpfahlwand verankert | Baugrubensicherung Bohrpfahlwand gespriesst | Tiefgründung Ortbetonbohrpfahl 1200 | Betonfertigteil normalfest | Baugrubensicherung Spundwand auskragend | Baugrubensicherung Spundwand verankert | Baugrubensicherung Bohrpfahlwand unverankert,0.453522 | 0.423106 | 0.421514 | 0.408708 | 0.398529 | 0.392279 | 0.383532 | 0.382978 | 0.382114 | 0.369732
sentence-transformers/LaBSE,17,test,IfcSlab FLOOR Fahrbahnplatte Beton NPK D Brückenplatte Ortbeton,Tiefbaubeton,Tiefbaubeton,1,Tiefgründung Vorgefertigter Betonpfahl,0.449300,0.449300,False,70,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.449300,0.422387,0.026913,0.057308,0.253569,0.096738,2.023304,0.278203,2.302264,Tiefgründung Vorgefertigter Betonpfahl | Tiefgründung Ortbetonbohrpfahl 1200 | OSB Platte Phenol-Formaldehyd-gebunden Feuchtbereich | Tiefgründung Ortbetonbohrpfahl 900 | Betonfertigteil normalfest | Tiefgründung Ortbetonbohrpfahl 700 | Betonfertigteil hochfest | Baugrubensicherung Bohrpfahlwand verankert | Polycarbonat PC | Baugrubensicherung Bohrpfahlwand gespriesst,0.449300 | 0.422387 | 0.418200 | 0.406705 | 0.391992 | 0.387276 | 0.386172 | 0.377846 | 0.370355 | 0.363542
