index,entity,predefined_type,material,strength,exposure,diameter,casting_method,query,dedupe_key
1774,IfcCourse,ARMOUR,Stahlbeton,,,,PRECAST,IfcCourse ARMOUR Stahlbeton PRECAST,IfcCourse ARMOUR Stahlbeton PRECAST
1775,IfcCourse,ARMOUR,Stahlbeton,C20/25,,,,IfcCourse ARMOUR Stahlbeton C20/25,IfcCourse ARMOUR Stahlbeton C20/25
1776,IfcCourse,ARMOUR,Stahlbeton,C20/25,,,INSITU,IfcCourse ARMOUR Stahlbeton C20/25 INSITU,IfcCourse ARMOUR Stahlbeton C20/25 INSITU
1777,IfcCourse,ARMOUR,Stahlbeton,C20/25,,,PRECAST,IfcCourse ARMOUR Stahlbeton C20/25 PRECAST,IfcCourse ARMOUR Stahlbeton C20/25 PRECAST
1778,IfcCourse,ARMOUR,Stahlbeton,C25/30,,,,IfcCourse ARMOUR Stahlbeton C25/30,IfcCourse ARMOUR Stahlbeton C25/30
1779,IfcCourse,ARMOUR,Stahlbeton,C25/30,,,Fertigteil,IfcCourse ARMOUR Stahlbeton C25/30 Fertigteil,IfcCourse ARMOUR Stahlbeton C25/30 Fertigteil
1780,IfcCourse,ARMOUR,Stahlbeton,C25/30,,,INSITU,IfcCourse ARMOUR Stahlbeton C25/30 INSITU,IfcCourse ARMOUR Stahlbeton C25/30 INSITU
1781,IfcCourse,ARMOUR,Stahlbeton,C30/37,,,,IfcCourse ARMOUR Stahlbeton C30/37,IfcCourse ARMOUR Stahlbeton C30/37
1782,IfcCourse,ARMOUR,Stahlbeton,C30/37,,,Fertigteil,IfcCourse ARMOUR Stahlbeton C30/37 Fertigteil,IfcCourse ARMOUR Stahlbeton C30/37 Fertigteil
1783,IfcCourse,ARMOUR,Stahlbeton,C30/37,,,INSITU,IfcCourse ARMOUR Stahlbeton C30/37 INSITU,IfcCourse ARMOUR Stahlbeton C30/37 INSITU
1784,IfcCourse,ARMOUR,Stahlbeton,C35/45,,,,IfcCourse ARMOUR Stahlbeton C35/45,IfcCourse ARMOUR Stahlbeton C35/45
1785,IfcCourse,ARMOUR,Stahlbeton,C35/45,,,Ortbeton,IfcCourse ARMOUR Stahlbeton C35/45 Ortbeton,IfcCourse ARMOUR Stahlbeton C35/45 Ortbeton
1786,IfcCourse,ARMOUR,Stahlbeton,C35/45,,,PRECAST,IfcCourse ARMOUR Stahlbeton C35/45 PRECAST,IfcCourse ARMOUR Stahlbeton C35/45 PRECAST
1787,IfcCourse,ARMOUR,Stahlbeton,C40/50,,,,IfcCourse ARMOUR Stahlbeton C40/50,IfcCourse ARMOUR Stahlbeton C40/50
1788,IfcCourse,ARMOUR,Stahlbeton,C40/50,,,Fertigteil,IfcCourse ARMOUR Stahlbeton C40/50 Fertigteil,IfcCourse ARMOUR Stahlbeton C40/50 Fertigteil
1789,IfcCourse,ARMOUR,Stahlbeton,C40/50,,,Ortbeton,IfcCourse ARMOUR Stahlbeton C40/50 Ortbeton,IfcCourse ARMOUR Stahlbeton C40/50 Ortbeton
1790,IfcCourse,ARMOUR,Stahlbeton NPK D,,,,,IfcCourse ARMOUR Stahlbeton NPK D,IfcCourse ARMOUR Stahlbeton NPK D
1791,IfcCourse,ARMOUR,Stahlbeton NPK D,C30/37,,,INSITU,IfcCourse ARMOUR Stahlbeton NPK D C30/37 INSITU,IfcCourse ARMOUR Stahlbeton NPK D C30/37 INSITU
1792,IfcCourse,ARMOUR,Stahlbeton NPK D,C35/45,,,Ortbeton,IfcCourse ARMOUR Stahlbeton NPK D C35/45 Ortbeton,IfcCourse ARMOUR Stahlbeton NPK D C35/45 Ortbeton
1793,IfcCourse,ARMOUR,Stahlbeton NPK E,,,,,IfcCourse ARMOUR Stahlbeton NPK E,IfcCourse ARMOUR Stahlbeton NPK E
1794,IfcCourse,ARMOUR,Stahlbeton NPK E,C20/25,,,PRECAST,IfcCourse ARMOUR Stahlbeton NPK E C20/25 PRECAST,IfcCourse ARMOUR Stahlbeton NPK E C20/25 PRECAST
1795,IfcCourse,ARMOUR,Stahlbeton NPK E,C35/45,,,PRECAST,IfcCourse ARMOUR Stahlbeton NPK E C35/45 PRECAST,IfcCourse ARMOUR Stahlbeton NPK E C35/45 PRECAST
1796,IfcCourse,ARMOUR,Stahlbeton NPK E,C40/50,,,Fertigteil,IfcCourse ARMOUR Stahlbeton NPK E C40/50 Fertigteil,IfcCourse ARMOUR Stahlbeton NPK E C40/50 Fertigteil
1797,IfcCourse,ARMOUR,Stahlbeton NPK F,,,,,IfcCourse ARMOUR Stahlbeton NPK F,IfcCourse ARMOUR Stahlbeton NPK F
1798,IfcCourse,ARMOUR,Stahlbeton NPK F,C20/25,,,INSITU,IfcCourse ARMOUR Stahlbeton NPK F C20/25 INSITU,IfcCourse ARMOUR Stahlbeton NPK F C20/25 INSITU
1799,IfcCourse,ARMOUR,Stahlbeton NPK F,C25/30,,,Fertigteil,IfcCourse ARMOUR Stahlbeton NPK F C25/30 Fertigteil,IfcCourse ARMOUR Stahlbeton NPK F C25/30 Fertigteil
1800,IfcCourse,ARMOUR,Stahlbeton NPK F,C25/30,,,INSITU,IfcCourse ARMOUR Stahlbeton NPK F C25/30 INSITU,IfcCourse ARMOUR Stahlbeton NPK F C25/30 INSITU
1801,IfcCourse,ARMOUR,Stahlbeton NPK G,,,,,IfcCourse ARMOUR Stahlbeton NPK G,IfcCourse ARMOUR Stahlbeton NPK G
1802,IfcCourse,ARMOUR,Stahlbeton NPK G,C30/37,,,Fertigteil,IfcCourse ARMOUR Stahlbeton NPK G C30/37 Fertigteil,IfcCourse ARMOUR Stahlbeton NPK G C30/37 Fertigteil
1803,IfcCourse,ARMOUR,Stahlbeton NPK G,C40/50,,,Ortbeton,IfcCourse ARMOUR Stahlbeton NPK G C40/50 Ortbeton,IfcCourse ARMOUR Stahlbeton NPK G C40/50 Ortbeton
1804,IfcCourse,BALLASTBED,Aggregate,,,,,IfcCourse BALLASTBED Aggregate,IfcCourse BALLASTBED Aggregate
1805,IfcCourse,BALLASTBED,Kies,,,,,IfcCourse BALLASTBED Kies,IfcCourse BALLASTBED Kies
1806,IfcCourse,BALLASTBED,Naturstein,,,,,IfcCourse BALLASTBED Naturstein,IfcCourse BALLASTBED Naturstein
1807,IfcCourse,BALLASTBED,Schotter,,,,,IfcCourse BALLASTBED Schotter,IfcCourse BALLASTBED Schotter
1808,IfcCourse,CORE,Beton,,,,,IfcCourse CORE Beton,IfcCourse CORE Beton
1809,IfcCourse,CORE,Beton,,,,INSITU,IfcCourse CORE Beton INSITU,IfcCourse CORE Beton INSITU
1810,IfcCourse,CORE,Beton,,,,Ortbeton,IfcCourse CORE Beton Ortbeton,IfcCourse CORE Beton Ortbeton
1811,IfcCourse,CORE,Beton,,,,PRECAST,IfcCourse CORE Beton PRECAST,IfcCourse CORE Beton PRECAST
1812,IfcCourse,CORE,Beton,C12/15,,,,IfcCourse CORE Beton C12/15,IfcCourse CORE Beton C12/15
1813,IfcCourse,CORE,Beton,C12/15,,,INSITU,IfcCourse CORE Beton C12/15 INSITU,IfcCourse CORE Beton C12/15 INSITU
1814,IfcCourse,CORE,Beton,C16/20,,,,IfcCourse CORE Beton C16/20,IfcCourse CORE Beton C16/20
1815,IfcCourse,CORE,Beton,C16/20,,,Ortbeton,IfcCourse CORE Beton C16/20 Ortbeton,IfcCourse CORE Beton C16/20 Ortbeton
1816,IfcCourse,CORE,Beton,C20/25,,,,IfcCourse CORE Beton C20/25,IfcCourse CORE Beton C20/25
1817,IfcCourse,CORE,Beton,C20/25,,,Ortbeton,IfcCourse CORE Beton C20/25 Ortbeton,IfcCourse CORE Beton C20/25 Ortbeton
1818,IfcCourse,CORE,Beton,C20/25,,,PRECAST,IfcCourse CORE Beton C20/25 PRECAST,IfcCourse CORE Beton C20/25 PRECAST
1819,IfcCourse,CORE,Beton,C25/30,,,,IfcCourse CORE Beton C25/30,IfcCourse CORE Beton C25/30
1820,IfcCourse,CORE,Beton,C25/30,,,INSITU,IfcCourse CORE Beton C25/30 INSITU,IfcCourse CORE Beton C25/30 INSITU
1821,IfcCourse,CORE,Beton,C25/30,,,PRECAST,IfcCourse CORE Beton C25/30 PRECAST,IfcCourse CORE Beton C25/30 PRECAST
1822,IfcCourse,CORE,Beton,C30/37,,,,IfcCourse CORE Beton C30/37,IfcCourse CORE Beton C30/37
1823,IfcCourse,CORE,Beton,C30/37,,,Ortbeton,IfcCourse CORE Beton C30/37 Ortbeton,IfcCourse CORE Beton C30/37 Ortbeton
1824,IfcCourse,CORE,Beton,C30/37,,,PRECAST,IfcCourse CORE Beton C30/37 PRECAST,IfcCourse CORE Beton C30/37 PRECAST
1825,IfcCourse,CORE,Beton,C35/45,,,,IfcCourse CORE Beton C35/45,IfcCourse CORE Beton C35/45
1826,IfcCourse,CORE,Beton,C35/45,,,Ortbeton,IfcCourse CORE Beton C35/45 Ortbeton,IfcCourse CORE Beton C35/45 Ortbeton
1827,IfcCourse,CORE,Beton,C35/45,,,PRECAST,IfcCourse CORE Beton C35/45 PRECAST,IfcCourse CORE Beton C35/45 PRECAST
1828,IfcCourse,CORE,Beton,C40/50,,,,IfcCourse CORE Beton C40/50,IfcCourse CORE Beton C40/50
1829,IfcCourse,CORE,Beton,C40/50,,,Ortbeton,IfcCourse CORE Beton C40/50 Ortbeton,IfcCourse CORE Beton C40/50 Ortbeton
1830,IfcCourse,CORE,Beton,C40/50,,,PRECAST,IfcCourse CORE Beton C40/50 PRECAST,IfcCourse CORE Beton C40/50 PRECAST
1831,IfcCourse,CORE,Beton NPK D,,,,,IfcCourse CORE Beton NPK D,IfcCourse CORE Beton NPK D
1832,IfcCourse,CORE,Beton NPK D,C20/25,,,Ortbeton,IfcCourse CORE Beton NPK D C20/25 Ortbeton,IfcCourse CORE Beton NPK D C20/25 Ortbeton
1833,IfcCourse,CORE,Beton NPK D,C40/50,,,Ortbeton,IfcCourse CORE Beton NPK D C40/50 Ortbeton,IfcCourse CORE Beton NPK D C40/50 Ortbeton
1834,IfcCourse,CORE,Beton NPK E,,,,,IfcCourse CORE Beton NPK E,IfcCourse CORE Beton NPK E
1835,IfcCourse,CORE,Beton NPK E,C25/30,,,INSITU,IfcCourse CORE Beton NPK E C25/30 INSITU,IfcCourse CORE Beton NPK E C25/30 INSITU
1836,IfcCourse,CORE,Beton NPK E,C25/30,,,PRECAST,IfcCourse CORE Beton NPK E C25/30 PRECAST,IfcCourse CORE Beton NPK E C25/30 PRECAST
1837,IfcCourse,CORE,Beton NPK F,,,,,IfcCourse CORE Beton NPK F,IfcCourse CORE Beton NPK F
1838,IfcCourse,CORE,Beton NPK F,C30/37,,,Ortbeton,IfcCourse CORE Beton NPK F C30/37 Ortbeton,IfcCourse CORE Beton NPK F C30/37 Ortbeton
1839,IfcCourse,CORE,Beton NPK F,C35/45,,,Ortbeton,IfcCourse CORE Beton NPK F C35/45 Ortbeton,IfcCourse CORE Beton NPK F C35/45 Ortbeton
1840,IfcCourse,CORE,Beton NPK G,,,,,IfcCourse CORE Beton NPK G,IfcCourse CORE Beton NPK G
1841,IfcCourse,CORE,Beton NPK G,C20/25,,,PRECAST,IfcCourse CORE Beton NPK G C20/25 PRECAST,IfcCourse CORE Beton NPK G C20/25 PRECAST
1842,IfcCourse,CORE,Beton NPK G,C30/37,,,PRECAST,IfcCourse CORE Beton NPK G C30/37 PRECAST,IfcCourse CORE Beton NPK G C30/37 PRECAST
1843,IfcCourse,CORE,Beton NPK G,C35/45,,,PRECAST,IfcCourse CORE Beton NPK G C35/45 PRECAST,IfcCourse CORE Beton NPK G C35/45 PRECAST
1844,IfcCourse,CORE,Beton NPK G,C40/50,,,PRECAST,IfcCourse CORE Beton NPK G C40/50 PRECAST,IfcCourse CORE Beton NPK G C40/50 PRECAST
1845,IfcCourse,CORE,Erdmaterial,,,,,IfcCourse CORE Erdmaterial,IfcCourse CORE Erdmaterial
1846,IfcCourse,CORE,Gestein,,,,,IfcCourse CORE Gestein,IfcCourse CORE Gestein
1847,IfcCourse,CORE,Magerbeton,,,,,IfcCourse CORE Magerbeton,IfcCourse CORE Magerbeton
1848,IfcCourse,CORE,Magerbeton,C12/15,,,,IfcCourse CORE Magerbeton C12/15,IfcCourse CORE Magerbeton C12/15
1849,IfcCourse,CORE,Magerbeton,C16/20,,,,IfcCourse CORE Magerbeton C16/20,IfcCourse CORE Magerbeton C16/20
1850,IfcCourse,CORE,Mauerwerk,,,,,IfcCourse CORE Mauerwerk,IfcCourse CORE Mauerwerk
1851,IfcCourse,CORE,Stahlbeton,,,,,IfcCourse CORE Stahlbeton,IfcCourse CORE Stahlbeton
1852,IfcCourse,CORE,Stahlbeton,,,,Fertigteil,IfcCourse CORE Stahlbeton Fertigteil,IfcCourse CORE Stahlbeton Fertigteil
1853,IfcCourse,CORE,Stahlbeton,,,,INSITU,IfcCourse CORE Stahlbeton INSITU,IfcCourse CORE Stahlbeton INSITU
1854,IfcCourse,CORE,Stahlbeton,,,,Ortbeton,IfcCourse CORE Stahlbeton Ortbeton,IfcCourse CORE Stahlbeton Ortbeton
1855,IfcCourse,CORE,Stahlbeton,,,,PRECAST,IfcCourse CORE Stahlbeton PRECAST,IfcCourse CORE Stahlbeton PRECAST
1856,IfcCourse,CORE,Stahlbeton,C20/25,,,,IfcCourse CORE Stahlbeton C20/25,IfcCourse CORE Stahlbeton C20/25
1857,IfcCourse,CORE,Stahlbeton,C20/25,,,Fertigteil,IfcCourse CORE Stahlbeton C20/25 Fertigteil,IfcCourse CORE Stahlbeton C20/25 Fertigteil
1858,IfcCourse,CORE,Stahlbeton,C20/25,,,Ortbeton,IfcCourse CORE Stahlbeton C20/25 Ortbeton,IfcCourse CORE Stahlbeton C20/25 Ortbeton
1859,IfcCourse,CORE,Stahlbeton,C25/30,,,,IfcCourse CORE Stahlbeton C25/30,IfcCourse CORE Stahlbeton C25/30
1860,IfcCourse,CORE,Stahlbeton,C25/30,,,Fertigteil,IfcCourse CORE Stahlbeton C25/30 Fertigteil,IfcCourse CORE Stahlbeton C25/30 Fertigteil
1861,IfcCourse,CORE,Stahlbeton,C25/30,,,INSITU,IfcCourse CORE Stahlbeton C25/30 INSITU,IfcCourse CORE Stahlbeton C25/30 INSITU
1862,IfcCourse,CORE,Stahlbeton,C30/37,,,,IfcCourse CORE Stahlbeton C30/37,IfcCourse CORE Stahlbeton C30/37
1863,IfcCourse,CORE,Stahlbeton,C30/37,,,INSITU,IfcCourse CORE Stahlbeton C30/37 INSITU,IfcCourse CORE Stahlbeton C30/37 INSITU
1864,IfcCourse,CORE,Stahlbeton,C30/37,,,PRECAST,IfcCourse CORE Stahlbeton C30/37 PRECAST,IfcCourse CORE Stahlbeton C30/37 PRECAST
1865,IfcCourse,CORE,Stahlbeton,C35/45,,,,IfcCourse CORE Stahlbeton C35/45,IfcCourse CORE Stahlbeton C35/45
1866,IfcCourse,CORE,Stahlbeton,C35/45,,,INSITU,IfcCourse CORE Stahlbeton C35/45 INSITU,IfcCourse CORE Stahlbeton C35/45 INSITU
1867,IfcCourse,CORE,Stahlbeton,C35/45,,,PRECAST,IfcCourse CORE Stahlbeton C35/45 PRECAST,IfcCourse CORE Stahlbeton C35/45 PRECAST
1868,IfcCourse,CORE,Stahlbeton,C40/50,,,,IfcCourse CORE Stahlbeton C40/50,IfcCourse CORE Stahlbeton C40/50
1869,IfcCourse,CORE,Stahlbeton,C40/50,,,Fertigteil,IfcCourse CORE Stahlbeton C40/50 Fertigteil,IfcCourse CORE Stahlbeton C40/50 Fertigteil
1870,IfcCourse,CORE,Stahlbeton,C40/50,,,Ortbeton,IfcCourse CORE Stahlbeton C40/50 Ortbeton,IfcCourse CORE Stahlbeton C40/50 Ortbeton
1871,IfcCourse,CORE,Stahlbeton NPK D,,,,,IfcCourse CORE Stahlbeton NPK D,IfcCourse CORE Stahlbeton NPK D
1872,IfcCourse,CORE,Stahlbeton NPK D,C30/37,,,INSITU,IfcCourse CORE Stahlbeton NPK D C30/37 INSITU,IfcCourse CORE Stahlbeton NPK D C30/37 INSITU
1873,IfcCourse,CORE,Stahlbeton NPK D,C35/45,,,INSITU,IfcCourse CORE Stahlbeton NPK D C35/45 INSITU,IfcCourse CORE Stahlbeton NPK D C35/45 INSITU
1874,IfcCourse,CORE,Stahlbeton NPK E,,,,,IfcCourse CORE Stahlbeton NPK E,IfcCourse CORE Stahlbeton NPK E
1875,IfcCourse,CORE,Stahlbeton NPK E,C20/25,,,Fertigteil,IfcCourse CORE Stahlbeton NPK E C20/25 Fertigteil,IfcCourse CORE Stahlbeton NPK E C20/25 Fertigteil
1876,IfcCourse,CORE,Stahlbeton NPK E,C25/30,,,INSITU,IfcCourse CORE Stahlbeton NPK E C25/30 INSITU,IfcCourse CORE Stahlbeton NPK E C25/30 INSITU
1877,IfcCourse,CORE,Stahlbeton NPK E,C30/37,,,PRECAST,IfcCourse CORE Stahlbeton NPK E C30/37 PRECAST,IfcCourse CORE Stahlbeton NPK E C30/37 PRECAST
1878,IfcCourse,CORE,Stahlbeton NPK E,C35/45,,,PRECAST,IfcCourse CORE Stahlbeton NPK E C35/45 PRECAST,IfcCourse CORE Stahlbeton NPK E C35/45 PRECAST
1879,IfcCourse,CORE,Stahlbeton NPK F,,,,,IfcCourse CORE Stahlbeton NPK F,IfcCourse CORE Stahlbeton NPK F
1880,IfcCourse,CORE,Stahlbeton NPK F,C20/25,,,Ortbeton,IfcCourse CORE Stahlbeton NPK F C20/25 Ortbeton,IfcCourse CORE Stahlbeton NPK F C20/25 Ortbeton
1881,IfcCourse,CORE,Stahlbeton NPK F,C25/30,,,Fertigteil,IfcCourse CORE Stahlbeton NPK F C25/30 Fertigteil,IfcCourse CORE Stahlbeton NPK F C25/30 Fertigteil
1882,IfcCourse,CORE,Stahlbeton NPK F,C40/50,,,Fertigteil,IfcCourse CORE Stahlbeton NPK F C40/50 Fertigteil,IfcCourse CORE Stahlbeton NPK F C40/50 Fertigteil
1883,IfcCourse,CORE,Stahlbeton NPK G,,,,,IfcCourse CORE Stahlbeton NPK G,IfcCourse CORE Stahlbeton NPK G
1884,IfcCourse,CORE,Stahlbeton NPK G,C40/50,,,Ortbeton,IfcCourse CORE Stahlbeton NPK G C40/50 Ortbeton,IfcCourse CORE Stahlbeton NPK G C40/50 Ortbeton
1885,IfcCourse,FILTER,Aggregate,,,,,IfcCourse FILTER Aggregate,IfcCourse FILTER Aggregate
1886,IfcCourse,FILTER,Kies-Sand-Gemisch,,,,,IfcCourse FILTER Kies-Sand-Gemisch,IfcCourse FILTER Kies-Sand-Gemisch
1887,IfcCourse,FILTER,Mineralischer_Filter,,,,,IfcCourse FILTER Mineralischer Filter,IfcCourse FILTER Mineralischer Filter
1888,IfcCourse,FILTER,Naturstein,,,,,IfcCourse FILTER Naturstein,IfcCourse FILTER Naturstein
1889,IfcCourse,PAVEMENT,Asphalt,,,,,IfcCourse PAVEMENT Asphalt,IfcCourse PAVEMENT Asphalt
1890,IfcCourse,PAVEMENT,Asphaltbelag,,,,,IfcCourse PAVEMENT Asphaltbelag,IfcCourse PAVEMENT Asphaltbelag
1891,IfcCourse,PAVEMENT,Beton,,,,,IfcCourse PAVEMENT Beton,IfcCourse PAVEMENT Beton
1892,IfcCourse,PAVEMENT,Beton,,,,Fertigteil,IfcCourse PAVEMENT Beton Fertigteil,IfcCourse PAVEMENT Beton Fertigteil
1893,IfcCourse,PAVEMENT,Beton,,,,INSITU,IfcCourse PAVEMENT Beton INSITU,IfcCourse PAVEMENT Beton INSITU
1894,IfcCourse,PAVEMENT,Beton,,,,Ortbeton,IfcCourse PAVEMENT Beton Ortbeton,IfcCourse PAVEMENT Beton Ortbeton
1895,IfcCourse,PAVEMENT,Beton,,,,PRECAST,IfcCourse PAVEMENT Beton PRECAST,IfcCourse PAVEMENT Beton PRECAST
1896,IfcCourse,PAVEMENT,Beton,C12/15,,,,IfcCourse PAVEMENT Beton C12/15,IfcCourse PAVEMENT Beton C12/15
1897,IfcCourse,PAVEMENT,Beton,C12/15,,,INSITU,IfcCourse PAVEMENT Beton C12/15 INSITU,IfcCourse PAVEMENT Beton C12/15 INSITU
1898,IfcCourse,PAVEMENT,Beton,C16/20,,,,IfcCourse PAVEMENT Beton C16/20,IfcCourse PAVEMENT Beton C16/20
1899,IfcCourse,PAVEMENT,Beton,C16/20,,,INSITU,IfcCourse PAVEMENT Beton C16/20 INSITU,IfcCourse PAVEMENT Beton C16/20 INSITU
1900,IfcCourse,PAVEMENT,Beton,C20/25,,,,IfcCourse PAVEMENT Beton C20/25,IfcCourse PAVEMENT Beton C20/25
1901,IfcCourse,PAVEMENT,Beton,C20/25,,,Ortbeton,IfcCourse PAVEMENT Beton C20/25 Ortbeton,IfcCourse PAVEMENT Beton C20/25 Ortbeton
1902,IfcCourse,PAVEMENT,Beton,C20/25,,,PRECAST,IfcCourse PAVEMENT Beton C20/25 PRECAST,IfcCourse PAVEMENT Beton C20/25 PRECAST
1903,IfcCourse,PAVEMENT,Beton,C25/30,,,,IfcCourse PAVEMENT Beton C25/30,IfcCourse PAVEMENT Beton C25/30
1904,IfcCourse,PAVEMENT,Beton,C25/30,,,Fertigteil,IfcCourse PAVEMENT Beton C25/30 Fertigteil,IfcCourse PAVEMENT Beton C25/30 Fertigteil
1905,IfcCourse,PAVEMENT,Beton,C25/30,,,Ortbeton,IfcCourse PAVEMENT Beton C25/30 Ortbeton,IfcCourse PAVEMENT Beton C25/30 Ortbeton
1906,IfcCourse,PAVEMENT,Beton,C30/37,,,,IfcCourse PAVEMENT Beton C30/37,IfcCourse PAVEMENT Beton C30/37
1907,IfcCourse,PAVEMENT,Beton,C30/37,,,Ortbeton,IfcCourse PAVEMENT Beton C30/37 Ortbeton,IfcCourse PAVEMENT Beton C30/37 Ortbeton
1908,IfcCourse,PAVEMENT,Beton,C30/37,,,PRECAST,IfcCourse PAVEMENT Beton C30/37 PRECAST,IfcCourse PAVEMENT Beton C30/37 PRECAST
1909,IfcCourse,PAVEMENT,Beton,C35/45,,,,IfcCourse PAVEMENT Beton C35/45,IfcCourse PAVEMENT Beton C35/45
1910,IfcCourse,PAVEMENT,Beton,C35/45,,,Fertigteil,IfcCourse PAVEMENT Beton C35/45 Fertigteil,IfcCourse PAVEMENT Beton C35/45 Fertigteil
1911,IfcCourse,PAVEMENT,Beton,C35/45,,,INSITU,IfcCourse PAVEMENT Beton C35/45 INSITU,IfcCourse PAVEMENT Beton C35/45 INSITU
1912,IfcCourse,PAVEMENT,Beton,C40/50,,,,IfcCourse PAVEMENT Beton C40/50,IfcCourse PAVEMENT Beton C40/50
1913,IfcCourse,PAVEMENT,Beton,C40/50,,,Fertigteil,IfcCourse PAVEMENT Beton C40/50 Fertigteil,IfcCourse PAVEMENT Beton C40/50 Fertigteil
1914,IfcCourse,PAVEMENT,Beton,C40/50,,,Ortbeton,IfcCourse PAVEMENT Beton C40/50 Ortbeton,IfcCourse PAVEMENT Beton C40/50 Ortbeton
1915,IfcCourse,PAVEMENT,Beton NPK E,,,,,IfcCourse PAVEMENT Beton NPK E,IfcCourse PAVEMENT Beton NPK E
1916,IfcCourse,PAVEMENT,Beton NPK E,C25/30,,,Ortbeton,IfcCourse PAVEMENT Beton NPK E C25/30 Ortbeton,IfcCourse PAVEMENT Beton NPK E C25/30 Ortbeton
1917,IfcCourse,PAVEMENT,Beton NPK E,C30/37,,,PRECAST,IfcCourse PAVEMENT Beton NPK E C30/37 PRECAST,IfcCourse PAVEMENT Beton NPK E C30/37 PRECAST
1918,IfcCourse,PAVEMENT,Beton NPK E,C40/50,,,Fertigteil,IfcCourse PAVEMENT Beton NPK E C40/50 Fertigteil,IfcCourse PAVEMENT Beton NPK E C40/50 Fertigteil
1919,IfcCourse,PAVEMENT,Beton NPK F,,,,,IfcCourse PAVEMENT Beton NPK F,IfcCourse PAVEMENT Beton NPK F
1920,IfcCourse,PAVEMENT,Beton NPK F,C20/25,,,PRECAST,IfcCourse PAVEMENT Beton NPK F C20/25 PRECAST,IfcCourse PAVEMENT Beton NPK F C20/25 PRECAST
1921,IfcCourse,PAVEMENT,Beton NPK F,C25/30,,,Fertigteil,IfcCourse PAVEMENT Beton NPK F C25/30 Fertigteil,IfcCourse PAVEMENT Beton NPK F C25/30 Fertigteil
1922,IfcCourse,PAVEMENT,Beton NPK F,C30/37,,,Ortbeton,IfcCourse PAVEMENT Beton NPK F C30/37 Ortbeton,IfcCourse PAVEMENT Beton NPK F C30/37 Ortbeton
1923,IfcCourse,PAVEMENT,Beton NPK F,C35/45,,,Fertigteil,IfcCourse PAVEMENT Beton NPK F C35/45 Fertigteil,IfcCourse PAVEMENT Beton NPK F C35/45 Fertigteil
1924,IfcCourse,PAVEMENT,Beton NPK G,,,,,IfcCourse PAVEMENT Beton NPK G,IfcCourse PAVEMENT Beton NPK G
1925,IfcCourse,PAVEMENT,Beton NPK G,C20/25,,,Ortbeton,IfcCourse PAVEMENT Beton NPK G C20/25 Ortbeton,IfcCourse PAVEMENT Beton NPK G C20/25 Ortbeton
1926,IfcCourse,PAVEMENT,Beton NPK G,C35/45,,,INSITU,IfcCourse PAVEMENT Beton NPK G C35/45 INSITU,IfcCourse PAVEMENT Beton NPK G C35/45 INSITU
1927,IfcCourse,PAVEMENT,Beton NPK G,C40/50,,,Ortbeton,IfcCourse PAVEMENT Beton NPK G C40/50 Ortbeton,IfcCourse PAVEMENT Beton NPK G C40/50 Ortbeton
1928,IfcCourse,PAVEMENT,Bitumen,,,,,IfcCourse PAVEMENT Bitumen,IfcCourse PAVEMENT Bitumen
1929,IfcCourse,PAVEMENT,Bitumenbelag,,,,,IfcCourse PAVEMENT Bitumenbelag,IfcCourse PAVEMENT Bitumenbelag
1930,IfcCourse,PAVEMENT,Stahlbeton,,,,,IfcCourse PAVEMENT Stahlbeton,IfcCourse PAVEMENT Stahlbeton
1931,IfcCourse,PAVEMENT,Stahlbeton,,,,Fertigteil,IfcCourse PAVEMENT Stahlbeton Fertigteil,IfcCourse PAVEMENT Stahlbeton Fertigteil
1932,IfcCourse,PAVEMENT,Stahlbeton,,,,INSITU,IfcCourse PAVEMENT Stahlbeton INSITU,IfcCourse PAVEMENT Stahlbeton INSITU
1933,IfcCourse,PAVEMENT,Stahlbeton,,,,Ortbeton,IfcCourse PAVEMENT Stahlbeton Ortbeton,IfcCourse PAVEMENT Stahlbeton Ortbeton
1934,IfcCourse,PAVEMENT,Stahlbeton,,,,PRECAST,IfcCourse PAVEMENT Stahlbeton PRECAST,IfcCourse PAVEMENT Stahlbeton PRECAST
1935,IfcCourse,PAVEMENT,Stahlbeton,C20/25,,,,IfcCourse PAVEMENT Stahlbeton C20/25,IfcCourse PAVEMENT Stahlbeton C20/25
1936,IfcCourse,PAVEMENT,Stahlbeton,C20/25,,,Fertigteil,IfcCourse PAVEMENT Stahlbeton C20/25 Fertigteil,IfcCourse PAVEMENT Stahlbeton C20/25 Fertigteil
1937,IfcCourse,PAVEMENT,Stahlbeton,C20/25,,,Ortbeton,IfcCourse PAVEMENT Stahlbeton C20/25 Ortbeton,IfcCourse PAVEMENT Stahlbeton C20/25 Ortbeton
1938,IfcCourse,PAVEMENT,Stahlbeton,C25/30,,,,IfcCourse PAVEMENT Stahlbeton C25/30,IfcCourse PAVEMENT Stahlbeton C25/30
1939,IfcCourse,PAVEMENT,Stahlbeton,C25/30,,,INSITU,IfcCourse PAVEMENT Stahlbeton C25/30 INSITU,IfcCourse PAVEMENT Stahlbeton C25/30 INSITU
1940,IfcCourse,PAVEMENT,Stahlbeton,C25/30,,,PRECAST,IfcCourse PAVEMENT Stahlbeton C25/30 PRECAST,IfcCourse PAVEMENT Stahlbeton C25/30 PRECAST
