line_number,query,baseline_mapping,new_mapping,change_state,mapping_state
1153,IfcCaissonFoundation CAISSON Beton NPK E C25/30 Fertigteil,Betonfertigteil normalfest,Betonfertigteil normalfest,unchanged,non-empty
1154,IfcCaissonFoundation CAISSON Beton NPK E C35/45 INSITU,Tiefbaubeton,Tiefbaubeton,unchanged,non-empty
1155,IfcCaissonFoundation CAISSON Beton NPK F,Tiefbaubeton,Tiefbaubeton,unchanged,non-empty
1156,IfcCaissonFoundation CAISSON Beton NPK F C20/25 Fertigteil,Betonfertigteil normalfest,Betonfertigteil normalfest,unchanged,non-empty
1157,IfcCaissonFoundation CAISSON Beton NPK F C35/45 Fertigteil,Betonfertigteil hochfest,Betonfertigteil hochfest,unchanged,non-empty
1158,IfcCaissonFoundation CAISSON Beton NPK G,Tiefbaubeton,Tiefbaubeton,unchanged,non-empty
1159,IfcCaissonFoundation CAISSON Beton NPK G C20/25 INSITU,Tiefbaubeton,Tiefbaubeton,unchanged,non-empty
1160,IfcCaissonFoundation CAISSON Beton NPK G C30/37 Fertigteil,Betonfertigteil normalfest,Betonfertigteil normalfest,unchanged,non-empty
1161,IfcCaissonFoundation CAISSON Stahl,Stahlblech blank | Stahlprofil blank,Stahlblech blank | Stahlprofil blank,unchanged,non-empty
1162,IfcCaissonFoundation CAISSON Stahl S235,Stahlblech blank | Stahlprofil blank,Stahlblech blank | Stahlprofil blank,unchanged,non-empty
1163,IfcCaissonFoundation CAISSON Stahl S235J0,Stahlblech blank | Stahlprofil blank,Stahlblech blank | Stahlprofil blank,unchanged,non-empty
1164,IfcCaissonFoundation CAISSON Stahl S235JR,Stahlblech blank | Stahlprofil blank,Stahlblech blank | Stahlprofil blank,unchanged,non-empty
1165,IfcCaissonFoundation CAISSON Stahl S355,Stahlblech blank | Stahlprofil blank,Stahlblech blank | Stahlprofil blank,unchanged,non-empty
1166,IfcCaissonFoundation CAISSON Stahl S355J0,Stahlblech blank | Stahlprofil blank,Stahlblech blank | Stahlprofil blank,unchanged,non-empty
1167,IfcCaissonFoundation CAISSON Stahl S355JR,Stahlblech blank | Stahlprofil blank,Stahlblech blank | Stahlprofil blank,unchanged,non-empty
1168,IfcCaissonFoundation CAISSON Stahl S460,Stahlblech blank | Stahlprofil blank,Stahlblech blank | Stahlprofil blank,unchanged,non-empty
1169,IfcCaissonFoundation CAISSON Stahlbeton,Tiefbaubeton | Betonfertigteil normalfest | Betonfertigteil hochfest,Tiefbaubeton | Betonfertigteil normalfest | Betonfertigteil hochfest,unchanged,non-empty
1170,IfcCaissonFoundation CAISSON Stahlbeton Fertigteil,Betonfertigteil normalfest | Betonfertigteil hochfest,Betonfertigteil normalfest | Betonfertigteil hochfest,unchanged,non-empty
1171,IfcCaissonFoundation CAISSON Stahlbeton INSITU,Tiefbaubeton,Tiefbaubeton,unchanged,non-empty
1172,IfcCaissonFoundation CAISSON Stahlbeton Ortbeton,Tiefbaubeton,Tiefbaubeton,unchanged,non-empty
1173,IfcCaissonFoundation CAISSON Stahlbeton PRECAST,Betonfertigteil normalfest | Betonfertigteil hochfest,Betonfertigteil normalfest | Betonfertigteil hochfest,unchanged,non-empty
1174,IfcCaissonFoundation CAISSON Stahlbeton C20/25,Tiefbaubeton | Betonfertigteil normalfest,Tiefbaubeton | Betonfertigteil normalfest,unchanged,non-empty
1175,IfcCaissonFoundation CAISSON Stahlbeton C20/25 Fertigteil,Betonfertigteil normalfest,Betonfertigteil normalfest,unchanged,non-empty
1176,IfcCaissonFoundation CAISSON Stahlbeton C20/25 Ortbeton,Tiefbaubeton,Tiefbaubeton,unchanged,non-empty
1177,IfcCaissonFoundation CAISSON Stahlbeton C25/30,Tiefbaubeton | Betonfertigteil normalfest,Tiefbaubeton | Betonfertigteil normalfest,unchanged,non-empty
1178,IfcCaissonFoundation CAISSON Stahlbeton C25/30 INSITU,Tiefbaubeton,Tiefbaubeton,unchanged,non-empty
1179,IfcCaissonFoundation CAISSON Stahlbeton C25/30 PRECAST,Betonfertigteil normalfest,Betonfertigteil normalfest,unchanged,non-empty
1180,IfcCaissonFoundation CAISSON Stahlbeton C30/37,Tiefbaubeton | Betonfertigteil normalfest,Tiefbaubeton | Betonfertigteil normalfest,unchanged,non-empty
1181,IfcCaissonFoundation CAISSON Stahlbeton C30/37 INSITU,Tiefbaubeton,Tiefbaubeton,unchanged,non-empty
1182,IfcCaissonFoundation CAISSON Stahlbeton C30/37 PRECAST,Betonfertigteil normalfest,Betonfertigteil normalfest,unchanged,non-empty
1183,IfcCaissonFoundation CAISSON Stahlbeton C35/45,Tiefbaubeton | Betonfertigteil hochfest,Tiefbaubeton | Betonfertigteil hochfest,unchanged,non-empty
1184,IfcCaissonFoundation CAISSON Stahlbeton C35/45 Fertigteil,Betonfertigteil hochfest,Betonfertigteil hochfest,unchanged,non-empty
1185,IfcCaissonFoundation CAISSON Stahlbeton C35/45 Ortbeton,Tiefbaubeton,Tiefbaubeton,unchanged,non-empty
1186,IfcCaissonFoundation CAISSON Stahlbeton C40/50,Tiefbaubeton | Betonfertigteil hochfest,Tiefbaubeton | Betonfertigteil hochfest,unchanged,non-empty
1187,IfcCaissonFoundation CAISSON Stahlbeton C40/50 INSITU,Tiefbaubeton,Tiefbaubeton,unchanged,non-empty
1188,IfcCaissonFoundation CAISSON Stahlbeton C40/50 PRECAST,Betonfertigteil hochfest,Betonfertigteil hochfest,unchanged,non-empty
1189,IfcCaissonFoundation CAISSON Stahlbeton NPK D,Tiefbaubeton,Tiefbaubeton,unchanged,non-empty
1190,IfcCaissonFoundation CAISSON Stahlbeton NPK D C25/30 PRECAST,Betonfertigteil normalfest,Betonfertigteil normalfest,unchanged,non-empty
1191,IfcCaissonFoundation CAISSON Stahlbeton NPK D C30/37 INSITU,Tiefbaubeton,Tiefbaubeton,unchanged,non-empty
1192,IfcCaissonFoundation CAISSON Stahlbeton NPK E,Tiefbaubeton,Tiefbaubeton,unchanged,non-empty
1193,IfcCaissonFoundation CAISSON Stahlbeton NPK E C20/25 Ortbeton,Tiefbaubeton,Tiefbaubeton,unchanged,non-empty
1194,IfcCaissonFoundation CAISSON Stahlbeton NPK E C30/37 PRECAST,Betonfertigteil normalfest,Betonfertigteil normalfest,unchanged,non-empty
1195,IfcCaissonFoundation CAISSON Stahlbeton NPK E C40/50 PRECAST,Betonfertigteil hochfest,Betonfertigteil hochfest,unchanged,non-empty
1196,IfcCaissonFoundation CAISSON Stahlbeton NPK F,Tiefbaubeton,Tiefbaubeton,unchanged,non-empty
1197,IfcCaissonFoundation CAISSON Stahlbeton NPK F C40/50 INSITU,Tiefbaubeton,Tiefbaubeton,unchanged,non-empty
1198,IfcCaissonFoundation CAISSON Stahlbeton NPK G,Tiefbaubeton,Tiefbaubeton,unchanged,non-empty
1199,IfcCaissonFoundation CAISSON Stahlbeton NPK G C20/25 Fertigteil,Betonfertigteil normalfest,Betonfertigteil normalfest,unchanged,non-empty
1200,IfcCaissonFoundation CAISSON Stahlbeton NPK G C25/30 INSITU,Tiefbaubeton,Tiefbaubeton,unchanged,non-empty
1201,IfcCaissonFoundation CAISSON Stahlbeton NPK G C35/45 Fertigteil,Betonfertigteil hochfest,Betonfertigteil hochfest,unchanged,non-empty
1202,IfcCaissonFoundation CAISSON Stahlbeton NPK G C35/45 Ortbeton,Tiefbaubeton,Tiefbaubeton,unchanged,non-empty
1203,IfcCaissonFoundation WELL Beton,Tiefbaubeton | Betonfertigteil normalfest | Betonfertigteil hochfest,Tiefbaubeton | Betonfertigteil normalfest | Betonfertigteil hochfest,unchanged,non-empty
1204,IfcCaissonFoundation WELL Beton Fertigteil,Betonfertigteil normalfest | Betonfertigteil hochfest,Betonfertigteil normalfest | Betonfertigteil hochfest,unchanged,non-empty
1205,IfcCaissonFoundation WELL Beton INSITU,Tiefbaubeton,Tiefbaubeton,unchanged,non-empty
1206,IfcCaissonFoundation WELL Beton Ortbeton,Tiefbaubeton,Tiefbaubeton,unchanged,non-empty
1207,IfcCaissonFoundation WELL Beton PRECAST,Betonfertigteil normalfest | Betonfertigteil hochfest,Betonfertigteil normalfest | Betonfertigteil hochfest,unchanged,non-empty
1208,IfcCaissonFoundation WELL Beton C12/15,Magerbeton,Magerbeton,unchanged,non-empty
1209,IfcCaissonFoundation WELL Beton C12/15 INSITU,Magerbeton,Magerbeton,unchanged,non-empty
1210,IfcCaissonFoundation WELL Beton C16/20,Magerbeton,Magerbeton,unchanged,non-empty
1211,IfcCaissonFoundation WELL Beton C16/20 INSITU,Magerbeton,Magerbeton,unchanged,non-empty
1212,IfcCaissonFoundation WELL Beton C20/25,Tiefbaubeton | Betonfertigteil normalfest,Tiefbaubeton | Betonfertigteil normalfest,unchanged,non-empty
1213,IfcCaissonFoundation WELL Beton C20/25 Fertigteil,Betonfertigteil normalfest,Betonfertigteil normalfest,unchanged,non-empty
1214,IfcCaissonFoundation WELL Beton C20/25 INSITU,Tiefbaubeton,Tiefbaubeton,unchanged,non-empty
1215,IfcCaissonFoundation WELL Beton C25/30,Tiefbaubeton | Betonfertigteil normalfest,Tiefbaubeton | Betonfertigteil normalfest,unchanged,non-empty
1216,IfcCaissonFoundation WELL Beton C25/30 Fertigteil,Betonfertigteil normalfest,Betonfertigteil normalfest,unchanged,non-empty
1217,IfcCaissonFoundation WELL Beton C25/30 INSITU,Tiefbaubeton,Tiefbaubeton,unchanged,non-empty
1218,IfcCaissonFoundation WELL Beton C30/37,Tiefbaubeton | Betonfertigteil normalfest,Tiefbaubeton | Betonfertigteil normalfest,unchanged,non-empty
1219,IfcCaissonFoundation WELL Beton C30/37 Fertigteil,Betonfertigteil normalfest,Betonfertigteil normalfest,unchanged,non-empty
1220,IfcCaissonFoundation WELL Beton C30/37 INSITU,Tiefbaubeton,Tiefbaubeton,unchanged,non-empty
1221,IfcCaissonFoundation WELL Beton C35/45,Tiefbaubeton | Betonfertigteil hochfest,Tiefbaubeton | Betonfertigteil hochfest,unchanged,non-empty
1222,IfcCaissonFoundation WELL Beton C35/45 Fertigteil,Betonfertigteil hochfest,Betonfertigteil hochfest,unchanged,non-empty
1223,IfcCaissonFoundation WELL Beton C35/45 Ortbeton,Tiefbaubeton,Tiefbaubeton,unchanged,non-empty
1224,IfcCaissonFoundation WELL Beton C40/50,Tiefbaubeton | Betonfertigteil hochfest,Tiefbaubeton | Betonfertigteil hochfest,unchanged,non-empty
1225,IfcCaissonFoundation WELL Beton C40/50 Ortbeton,Tiefbaubeton,Tiefbaubeton,unchanged,non-empty
1226,IfcCaissonFoundation WELL Beton C40/50 PRECAST,Betonfertigteil hochfest,Betonfertigteil hochfest,unchanged,non-empty
1227,IfcCaissonFoundation WELL Beton NPK D,Tiefbaubeton,Tiefbaubeton,unchanged,non-empty
1228,IfcCaissonFoundation WELL Beton NPK D C20/25 Fertigteil,Betonfertigteil normalfest,Betonfertigteil normalfest,unchanged,non-empty
1229,IfcCaissonFoundation WELL Beton NPK E,Tiefbaubeton,Tiefbaubeton,unchanged,non-empty
1230,IfcCaissonFoundation WELL Beton NPK E C20/25 INSITU,Tiefbaubeton,Tiefbaubeton,unchanged,non-empty
1231,IfcCaissonFoundation WELL Beton NPK E C25/30 INSITU,Tiefbaubeton,Tiefbaubeton,unchanged,non-empty
1232,IfcCaissonFoundation WELL Beton NPK E C30/37 Fertigteil,Betonfertigteil normalfest,Betonfertigteil normalfest,unchanged,non-empty
1233,IfcCaissonFoundation WELL Beton NPK E C30/37 INSITU,Tiefbaubeton,Tiefbaubeton,unchanged,non-empty
1234,IfcCaissonFoundation WELL Beton NPK E C35/45 Ortbeton,Tiefbaubeton,Tiefbaubeton,unchanged,non-empty
1235,IfcCaissonFoundation WELL Beton NPK E C40/50 Ortbeton,Tiefbaubeton,Tiefbaubeton,unchanged,non-empty
1236,IfcCaissonFoundation WELL Beton NPK F,Tiefbaubeton,Tiefbaubeton,unchanged,non-empty
1237,IfcCaissonFoundation WELL Beton NPK F C25/30 Fertigteil,Betonfertigteil normalfest,Betonfertigteil normalfest,unchanged,non-empty
1238,IfcCaissonFoundation WELL Beton NPK F C35/45 Fertigteil,Betonfertigteil hochfest,Betonfertigteil hochfest,unchanged,non-empty
1239,IfcCaissonFoundation WELL Beton NPK F C40/50 PRECAST,Betonfertigteil hochfest,Betonfertigteil hochfest,unchanged,non-empty
1240,IfcCaissonFoundation WELL Stahlbeton,Tiefbaubeton | Betonfertigteil normalfest | Betonfertigteil hochfest,Tiefbaubeton | Betonfertigteil normalfest | Betonfertigteil hochfest,unchanged,non-empty
1241,IfcCaissonFoundation WELL Stahlbeton Fertigteil,Betonfertigteil normalfest | Betonfertigteil hochfest,Betonfertigteil normalfest | Betonfertigteil hochfest,unchanged,non-empty
1242,IfcCaissonFoundation WELL Stahlbeton INSITU,Tiefbaubeton,Tiefbaubeton,unchanged,non-empty
1243,IfcCaissonFoundation WELL Stahlbeton Ortbeton,Tiefbaubeton,Tiefbaubeton,unchanged,non-empty
1244,IfcCaissonFoundation WELL Stahlbeton PRECAST,Betonfertigteil normalfest | Betonfertigteil hochfest,Betonfertigteil normalfest | Betonfertigteil hochfest,unchanged,non-empty
1245,IfcCaissonFoundation WELL Stahlbeton C20/25,Tiefbaubeton | Betonfertigteil normalfest,Tiefbaubeton | Betonfertigteil normalfest,unchanged,non-empty
1246,IfcCaissonFoundation WELL Stahlbeton C20/25 Fertigteil,Betonfertigteil normalfest,Betonfertigteil normalfest,unchanged,non-empty
1247,IfcCaissonFoundation WELL Stahlbeton C20/25 Ortbeton,Tiefbaubeton,Tiefbaubeton,unchanged,non-empty
1248,IfcCaissonFoundation WELL Stahlbeton C25/30,Tiefbaubeton | Betonfertigteil normalfest,Tiefbaubeton | Betonfertigteil normalfest,unchanged,non-empty
1249,IfcCaissonFoundation WELL Stahlbeton C25/30 Fertigteil,Betonfertigteil normalfest,Betonfertigteil normalfest,unchanged,non-empty
1250,IfcCaissonFoundation WELL Stahlbeton C25/30 INSITU,Tiefbaubeton,Tiefbaubeton,unchanged,non-empty
1251,IfcCaissonFoundation WELL Stahlbeton C30/37,Tiefbaubeton | Betonfertigteil normalfest,Tiefbaubeton | Betonfertigteil normalfest,unchanged,non-empty
1252,IfcCaissonFoundation WELL Stahlbeton C30/37 Ortbeton,Tiefbaubeton,Tiefbaubeton,unchanged,non-empty
1253,IfcCaissonFoundation WELL Stahlbeton C30/37 PRECAST,Betonfertigteil normalfest,Betonfertigteil normalfest,unchanged,non-empty
1254,IfcCaissonFoundation WELL Stahlbeton C35/45,Tiefbaubeton | Betonfertigteil hochfest,Tiefbaubeton | Betonfertigteil hochfest,unchanged,non-empty
1255,IfcCaissonFoundation WELL Stahlbeton C35/45 Ortbeton,Tiefbaubeton,Tiefbaubeton,unchanged,non-empty
1256,IfcCaissonFoundation WELL Stahlbeton C35/45 PRECAST,Betonfertigteil hochfest,Betonfertigteil hochfest,unchanged,non-empty
1257,IfcCaissonFoundation WELL Stahlbeton C40/50,Tiefbaubeton | Betonfertigteil hochfest,Tiefbaubeton | Betonfertigteil hochfest,unchanged,non-empty
1258,IfcCaissonFoundation WELL Stahlbeton C40/50 Fertigteil,Betonfertigteil hochfest,Betonfertigteil hochfest,unchanged,non-empty
1259,IfcCaissonFoundation WELL Stahlbeton C40/50 Ortbeton,Tiefbaubeton,Tiefbaubeton,unchanged,non-empty
1260,IfcCaissonFoundation WELL Stahlbeton NPK D,Tiefbaubeton,Tiefbaubeton,unchanged,non-empty
1261,IfcCaissonFoundation WELL Stahlbeton NPK D C20/25 Ortbeton,Tiefbaubeton,Tiefbaubeton,unchanged,non-empty
1262,IfcCaissonFoundation WELL Stahlbeton NPK D C40/50 Fertigteil,Betonfertigteil hochfest,Betonfertigteil hochfest,unchanged,non-empty
1263,IfcCaissonFoundation WELL Stahlbeton NPK E,Tiefbaubeton,Tiefbaubeton,unchanged,non-empty
1264,IfcCaissonFoundation WELL Stahlbeton NPK E C20/25 Fertigteil,Betonfertigteil normalfest,Betonfertigteil normalfest,unchanged,non-empty
1265,IfcCaissonFoundation WELL Stahlbeton NPK E C35/45 PRECAST,Betonfertigteil hochfest,Betonfertigteil hochfest,unchanged,non-empty
1266,IfcCaissonFoundation WELL Stahlbeton NPK F,Tiefbaubeton,Tiefbaubeton,unchanged,non-empty
1267,IfcCaissonFoundation WELL Stahlbeton NPK F C35/45 Ortbeton,Tiefbaubeton,Tiefbaubeton,unchanged,non-empty
1268,IfcCaissonFoundation WELL Stahlbeton NPK G,Tiefbaubeton,Tiefbaubeton,unchanged,non-empty
1269,IfcCaissonFoundation WELL Stahlbeton NPK G C25/30 Fertigteil,Betonfertigteil normalfest,Betonfertigteil normalfest,unchanged,non-empty
1270,IfcCaissonFoundation WELL Stahlbeton NPK G C25/30 INSITU,Tiefbaubeton,Tiefbaubeton,unchanged,non-empty
1271,IfcCaissonFoundation WELL Stahlbeton NPK G C30/37 Ortbeton,Tiefbaubeton,Tiefbaubeton,unchanged,non-empty
1272,IfcCaissonFoundation WELL Stahlbeton NPK G C30/37 PRECAST,Betonfertigteil normalfest,Betonfertigteil normalfest,unchanged,non-empty
1273,IfcCaissonFoundation WELL Stahlbeton NPK G C40/50 Ortbeton,Tiefbaubeton,Tiefbaubeton,unchanged,non-empty
1274,IfcColumn S235,Stahlblech blank | Stahlprofil blank,Stahlblech blank | Stahlprofil blank,unchanged,non-empty
1275,IfcColumn S355,Stahlblech blank | Stahlprofil blank,Stahlblech blank | Stahlprofil blank,unchanged,non-empty
1276,IfcColumn S460,Stahlblech blank | Stahlprofil blank,Stahlblech blank | Stahlprofil blank,unchanged,non-empty
1277,IfcColumn Beton,Tiefbaubeton | Betonfertigteil normalfest | Betonfertigteil hochfest,Tiefbaubeton | Betonfertigteil normalfest | Betonfertigteil hochfest,unchanged,non-empty
1278,IfcColumn Beton Fertigteil,Betonfertigteil normalfest | Betonfertigteil hochfest,Betonfertigteil normalfest | Betonfertigteil hochfest,unchanged,non-empty
1279,IfcColumn Beton INSITU,Tiefbaubeton,Tiefbaubeton,unchanged,non-empty
1280,IfcColumn Beton Ortbeton,Tiefbaubeton,Tiefbaubeton,unchanged,non-empty
1281,IfcColumn Beton PRECAST,Betonfertigteil normalfest | Betonfertigteil hochfest,Betonfertigteil normalfest | Betonfertigteil hochfest,unchanged,non-empty
1282,IfcColumn Beton C20/25,Tiefbaubeton | Betonfertigteil normalfest,Tiefbaubeton | Betonfertigteil normalfest,unchanged,non-empty
1283,IfcColumn Beton C20/25 Fertigteil,Betonfertigteil normalfest,Betonfertigteil normalfest,unchanged,non-empty
1284,IfcColumn Beton C20/25 Ortbeton,Tiefbaubeton,Tiefbaubeton,unchanged,non-empty
1285,IfcColumn Beton C25/30,Tiefbaubeton | Betonfertigteil normalfest,Tiefbaubeton | Betonfertigteil normalfest,unchanged,non-empty
1286,IfcColumn Beton C25/30 Ortbeton,Tiefbaubeton,Tiefbaubeton,unchanged,non-empty
1287,IfcColumn Beton C25/30 PRECAST,Betonfertigteil normalfest,Betonfertigteil normalfest,unchanged,non-empty
1288,IfcColumn Beton C30/37,Tiefbaubeton | Betonfertigteil normalfest,Tiefbaubeton | Betonfertigteil normalfest,unchanged,non-empty
1289,IfcColumn Beton C30/37 Ortbeton,Tiefbaubeton,Tiefbaubeton,unchanged,non-empty
1290,IfcColumn Beton C30/37 PRECAST,Betonfertigteil normalfest,Betonfertigteil normalfest,unchanged,non-empty
1291,IfcColumn Beton C35/45,Tiefbaubeton | Betonfertigteil hochfest,Tiefbaubeton | Betonfertigteil hochfest,unchanged,non-empty
1292,IfcColumn Beton C35/45 Fertigteil,Betonfertigteil hochfest,Betonfertigteil hochfest,unchanged,non-empty
1293,IfcColumn Beton C35/45 INSITU,Tiefbaubeton,Tiefbaubeton,unchanged,non-empty
1294,IfcColumn Beton C40/50,Tiefbaubeton | Betonfertigteil hochfest,Tiefbaubeton | Betonfertigteil hochfest,unchanged,non-empty
1295,IfcColumn Beton C40/50 Ortbeton,Tiefbaubeton,Tiefbaubeton,unchanged,non-empty
1296,IfcColumn Beton C40/50 PRECAST,Betonfertigteil hochfest,Betonfertigteil hochfest,unchanged,non-empty
1297,IfcColumn Beton NPK D,Tiefbaubeton,Tiefbaubeton,unchanged,non-empty
1298,IfcColumn Beton NPK D C25/30 Ortbeton,Tiefbaubeton,Tiefbaubeton,unchanged,non-empty
1299,IfcColumn Beton NPK D C40/50 Ortbeton,Tiefbaubeton,Tiefbaubeton,unchanged,non-empty
1300,IfcColumn Beton NPK E,Tiefbaubeton,Tiefbaubeton,unchanged,non-empty
1301,IfcColumn Beton NPK E C25/30 PRECAST,Betonfertigteil normalfest,Betonfertigteil normalfest,unchanged,non-empty
1302,IfcColumn Beton NPK E C40/50 PRECAST,Betonfertigteil hochfest,Betonfertigteil hochfest,unchanged,non-empty
1303,IfcColumn Beton NPK F,Tiefbaubeton,Tiefbaubeton,unchanged,non-empty
1304,IfcColumn Beton NPK F C20/25 Fertigteil,Betonfertigteil normalfest,Betonfertigteil normalfest,unchanged,non-empty
1305,IfcColumn Beton NPK F C20/25 Ortbeton,Tiefbaubeton,Tiefbaubeton,unchanged,non-empty
1306,IfcColumn Beton NPK F C30/37 Ortbeton,Tiefbaubeton,Tiefbaubeton,unchanged,non-empty
1307,IfcColumn Beton NPK G,Tiefbaubeton,Tiefbaubeton,unchanged,non-empty
1308,IfcColumn Beton NPK G C30/37 PRECAST,Betonfertigteil normalfest,Betonfertigteil normalfest,unchanged,non-empty
1309,IfcColumn Beton NPK G C35/45 Fertigteil,Betonfertigteil hochfest,Betonfertigteil hochfest,unchanged,non-empty
1310,IfcColumn Beton NPK G C35/45 INSITU,Tiefbaubeton,Tiefbaubeton,unchanged,non-empty
1311,IfcColumn Stahl,Stahlblech blank | Stahlprofil blank,Stahlblech blank | Stahlprofil blank,unchanged,non-empty
1312,IfcColumn Stahl S235,Stahlblech blank | Stahlprofil blank,Stahlblech blank | Stahlprofil blank,unchanged,non-empty
1313,IfcColumn Stahl S235J0,Stahlblech blank | Stahlprofil blank,Stahlblech blank | Stahlprofil blank,unchanged,non-empty
1314,IfcColumn Stahl S235JR,Stahlblech blank | Stahlprofil blank,Stahlblech blank | Stahlprofil blank,unchanged,non-empty
1315,IfcColumn Stahl S355,Stahlblech blank | Stahlprofil blank,Stahlblech blank | Stahlprofil blank,unchanged,non-empty
1316,IfcColumn Stahl S355J0,Stahlblech blank | Stahlprofil blank,Stahlblech blank | Stahlprofil blank,unchanged,non-empty
1317,IfcColumn Stahl S355JR,Stahlblech blank | Stahlprofil blank,Stahlblech blank | Stahlprofil blank,unchanged,non-empty
1318,IfcColumn Stahl S460,Stahlblech blank | Stahlprofil blank,Stahlblech blank | Stahlprofil blank,unchanged,non-empty
1319,IfcColumn Stahlbeton,Tiefbaubeton | Betonfertigteil normalfest | Betonfertigteil hochfest,Tiefbaubeton | Betonfertigteil normalfest | Betonfertigteil hochfest,unchanged,non-empty
1320,IfcColumn Stahlbeton Fertigteil,Betonfertigteil normalfest | Betonfertigteil hochfest,Betonfertigteil normalfest | Betonfertigteil hochfest,unchanged,non-empty
1321,IfcColumn Stahlbeton INSITU,Tiefbaubeton,Tiefbaubeton,unchanged,non-empty
1322,IfcColumn Stahlbeton Ortbeton,Tiefbaubeton,Tiefbaubeton,unchanged,non-empty
